Language, Program, PowerLimit, Package, Core(s), GPU, DRAM, Time (ms), Temperature, Memory
C, fibr, 15, 810.545227050781250000, 338.208740234375000000, 0.000793457031250000, 132.248657226562500000, 54216, 32.0, 1648
C, fibr, 15, 813.337097167968750000, 338.319152832031250000, 0.000793457031250000, 132.725158691406250000, 54405, 32.0, 1812
C, fibr, 15, 814.694152832031250000, 337.565063476562500000, 0.001647949218750000, 132.923156738281250000, 54495, 32.8, 1800
C, fibr, 15, 824.203002929687500000, 339.167846679687500000, 0.000854492187500000, 134.513549804687500000, 55131, 32.5, 1592
C, fibr, 15, 819.640686035156250000, 337.636535644531250000, 0.000915527343750000, 133.739929199218750000, 54826, 32.5, 1724
C, fibr, 15, 816.837707519531250000, 337.253601074218750000, 0.001647949218750000, 133.271423339843750000, 54639, 33.5, 1644
C, fibr, 15, 821.988281250000000000, 338.035095214843750000, 0.000915527343750000, 134.124877929687500000, 54983, 33.0, 1808
C, fibr, 15, 822.739990234375000000, 338.133178710937500000, 0.000915527343750000, 134.257690429687500000, 55033, 33.0, 1720
C, fibr, 15, 818.979675292968750000, 337.417114257812500000, 0.000915527343750000, 133.623291015625000000, 54783, 33.5, 1660
C, fibr, 15, 816.186889648437500000, 338.042846679687500000, 0.001708984375000000, 133.182983398437500000, 54594, 32.8, 1660
